"blueprint","item_name","item_key","category","process","tier","craftTimeSec","slot","resource","scu","minQuality","quantityMultiplier","modifierCount","optional"
"BP_CRAFT_cds_legacy_armor_heavy_helmet_01_01_07","Balor HCH Helmet Blue","cds_legacy_armor_heavy_helmet_01_01_07","FPSArmours","CraftingProcess_Creation","0","240","Armored Carapace","Ouratite","0.05","0",,"1","False"
"BP_CRAFT_cds_legacy_armor_heavy_helmet_01_01_07","Balor HCH Helmet Blue","cds_legacy_armor_heavy_helmet_01_01_07","FPSArmours","CraftingProcess_Creation","0","240","Insulative Liner","Aslarite","0.01","0",,"2","False"
"BP_CRAFT_cds_legacy_armor_heavy_helmet_01_01_08","Balor HCH Helmet Purple","cds_legacy_armor_heavy_helmet_01_01_08","FPSArmours","CraftingProcess_Creation","0","240","Armored Carapace","Ouratite","0.05","0",,"1","False"
"BP_CRAFT_cds_legacy_armor_heavy_helmet_01_01_08","Balor HCH Helmet Purple","cds_legacy_armor_heavy_helmet_01_01_08","FPSArmours","CraftingProcess_Creation","0","240","Insulative Liner","Aslarite","0.01","0",,"2","False"
"BP_CRAFT_cds_legacy_armor_heavy_helmet_01_01_09","Balor HCH Helmet Violet","cds_legacy_armor_heavy_helmet_01_01_09","FPSArmours","CraftingProcess_Creation","0","240","Armored Carapace","Ouratite","0.05","0",,"1","False"
"BP_CRAFT_cds_legacy_armor_heavy_helmet_01_01_09","Balor HCH Helmet Violet","cds_legacy_armor_heavy_helmet_01_01_09","FPSArmours","CraftingProcess_Creation","0","240","Insulative Liner","Aslarite","0.01","0",,"2","False"
"BP_CRAFT_cds_legacy_armor_heavy_helmet_01_01_10","Balor HCH Helmet White","cds_legacy_armor_heavy_helmet_01_01_10","FPSArmours","CraftingProcess_Creation","0","240","Armored Carapace","Ouratite","0.05","0",,"1","False"
"BP_CRAFT_cds_legacy_armor_heavy_helmet_01_01_10","Balor HCH Helmet White","cds_legacy_armor_heavy_helmet_01_01_10","FPSArmours","CraftingProcess_Creation","0","240","Insulative Liner","Aslarite","0.01","0",,"2","False"
"BP_CRAFT_cds_legacy_armor_heavy_helmet_01_01_11","Balor HCH Helmet Grey","cds_legacy_armor_heavy_helmet_01_01_11","FPSArmours","CraftingProcess_Creation","0","240","Armored Carapace","Ouratite","0.05","0",,"1","False"
"BP_CRAFT_cds_legacy_armor_heavy_helmet_01_01_11","Balor HCH Helmet Grey","cds_legacy_armor_heavy_helmet_01_01_11","FPSArmours","CraftingProcess_Creation","0","240","Insulative Liner","Aslarite","0.01","0",,"2","False"
"BP_CRAFT_cds_legacy_armor_heavy_helmet_01_01_12","Balor HCH Helmet Black","cds_legacy_armor_heavy_helmet_01_01_12","FPSArmours","CraftingProcess_Creation","0","240","Armored Carapace","Ouratite","0.05","0",,"1","False"
"BP_CRAFT_cds_legacy_armor_heavy_helmet_01_01_12","Balor HCH Helmet Black","cds_legacy_armor_heavy_helmet_01_01_12","FPSArmours","CraftingProcess_Creation","0","240","Insulative Liner","Aslarite","0.01","0",,"2","False"
"BP_CRAFT_cds_legacy_armor_heavy_helmet_01_01_13","Balor HCH Helmet Dark Red","cds_legacy_armor_heavy_helmet_01_01_13","FPSArmours","CraftingProcess_Creation","0","240","Armored Carapace","Ouratite","0.05","0",,"1","False"
"BP_CRAFT_cds_legacy_armor_heavy_helmet_01_01_13","Balor HCH Helmet Dark Red","cds_legacy_armor_heavy_helmet_01_01_13","FPSArmours","CraftingProcess_Creation","0","240","Insulative Liner","Aslarite","0.01","0",,"2","False"
"BP_CRAFT_cds_legacy_armor_heavy_helmet_01_01_14","Balor HCH Helmet Sienna","cds_legacy_armor_heavy_helmet_01_01_14","FPSArmours","CraftingProcess_Creation","0","240","Armored Carapace","Ouratite","0.05","0",,"1","False"
"BP_CRAFT_cds_legacy_armor_heavy_helmet_01_01_14","Balor HCH Helmet Sienna","cds_legacy_armor_heavy_helmet_01_01_14","FPSArmours","CraftingProcess_Creation","0","240","Insulative Liner","Aslarite","0.01","0",,"2","False"
"BP_CRAFT_cds_legacy_armor_heavy_helmet_01_01_15","Balor HCH Helmet Tan","cds_legacy_armor_heavy_helmet_01_01_15","FPSArmours","CraftingProcess_Creation","0","240","Armored Carapace","Ouratite","0.05","0",,"1","False"
"BP_CRAFT_cds_legacy_armor_heavy_helmet_01_01_15","Balor HCH Helmet Tan","cds_legacy_armor_heavy_helmet_01_01_15","FPSArmours","CraftingProcess_Creation","0","240","Insulative Liner","Aslarite","0.01","0",,"2","False"
"BP_CRAFT_cds_legacy_armor_heavy_helmet_01_01_16","Balor HCH Helmet Dark Green","cds_legacy_armor_heavy_helmet_01_01_16","FPSArmours","CraftingProcess_Creation","0","240","Armored Carapace","Ouratite","0.05","0",,"1","False"
"BP_CRAFT_cds_legacy_armor_heavy_helmet_01_01_16","Balor HCH Helmet Dark Green","cds_legacy_armor_heavy_helmet_01_01_16","FPSArmours","CraftingProcess_Creation","0","240","Insulative Liner","Aslarite","0.01","0",,"2","False"
"BP_CRAFT_cds_legacy_armor_heavy_helmet_01_01_17","Balor HCH Helmet Aqua","cds_legacy_armor_heavy_helmet_01_01_17","FPSArmours","CraftingProcess_Creation","0","240","Armored Carapace","Ouratite","0.05","0",,"1","False"
"BP_CRAFT_cds_legacy_armor_heavy_helmet_01_01_17","Balor HCH Helmet Aqua","cds_legacy_armor_heavy_helmet_01_01_17","FPSArmours","CraftingProcess_Creation","0","240","Insulative Liner","Aslarite","0.01","0",,"2","False"
"BP_CRAFT_cds_legacy_armor_heavy_helmet_01_01_18","Balor HCH Helmet Twilight","cds_legacy_armor_heavy_helmet_01_01_18","FPSArmours","CraftingProcess_Creation","0","240","Armored Carapace","Ouratite","0.05","0",,"1","False"
"BP_CRAFT_cds_legacy_armor_heavy_helmet_01_01_18","Balor HCH Helmet Twilight","cds_legacy_armor_heavy_helmet_01_01_18","FPSArmours","CraftingProcess_Creation","0","240","Insulative Liner","Aslarite","0.01","0",,"2","False"
"BP_CRAFT_cds_legacy_armor_heavy_helmet_01_01_19","Balor HCH Helmet Imperial","cds_legacy_armor_heavy_helmet_01_01_19","FPSArmours","CraftingProcess_Creation","0","240","Armored Carapace","Ouratite","0.05","0",,"1","False"
"BP_CRAFT_cds_legacy_armor_heavy_helmet_01_01_19","Balor HCH Helmet Imperial","cds_legacy_armor_heavy_helmet_01_01_19","FPSArmours","CraftingProcess_Creation","0","240","Insulative Liner","Aslarite","0.01","0",,"2","False"
"BP_CRAFT_cds_legacy_armor_heavy_helmet_01_01_20","Balor HCH Helmet Olive","cds_legacy_armor_heavy_helmet_01_01_20","FPSArmours","CraftingProcess_Creation","0","240","Armored Carapace","Ouratite","0.05","0",,"1","False"
"BP_CRAFT_cds_legacy_armor_heavy_helmet_01_01_20","Balor HCH Helmet Olive","cds_legacy_armor_heavy_helmet_01_01_20","FPSArmours","CraftingProcess_Creation","0","240","Insulative Liner","Aslarite","0.01","0",,"2","False"
"BP_CRAFT_cds_legacy_armor_heavy_helmet_01_01_hd_sec","Balor HCH Helmet Hurston Edition","cds_legacy_armor_heavy_helmet_01_01_hd_sec","FPSArmours","CraftingProcess_Creation","0","240","Armored Carapace","Ouratite","0.05","0",,"1","False"
"BP_CRAFT_cds_legacy_armor_heavy_helmet_01_01_hd_sec","Balor HCH Helmet Hurston Edition","cds_legacy_armor_heavy_helmet_01_01_hd_sec","FPSArmours","CraftingProcess_Creation","0","240","Insulative Liner","Aslarite","0.01","0",,"2","False"
"BP_CRAFT_cds_legacy_armor_heavy_helmet_01_crus01_01","Balor HCH Helmet Crusader Edition","cds_legacy_armor_heavy_helmet_01_crus01_01","FPSArmours","CraftingProcess_Creation","0","240","Armored Carapace","Ouratite","0.05","0",,"1","False"
"BP_CRAFT_cds_legacy_armor_heavy_helmet_01_crus01_01","Balor HCH Helmet Crusader Edition","cds_legacy_armor_heavy_helmet_01_crus01_01","FPSArmours","CraftingProcess_Creation","0","240","Insulative Liner","Aslarite","0.01","0",,"2","False"
"BP_CRAFT_cds_legacy_armor_heavy_legs_01_01_01","ADP Legs Woodland","cds_legacy_armor_heavy_legs_01_01_01","FPSArmours","CraftingProcess_Creation","0","240","Armored Carapace","Ouratite","0.06","0",,"1","False"
"BP_CRAFT_cds_legacy_armor_heavy_legs_01_01_01","ADP Legs Woodland","cds_legacy_armor_heavy_legs_01_01_01","FPSArmours","CraftingProcess_Creation","0","240","Insulative Liner","Aslarite","0.02","0",,"2","False"
"BP_CRAFT_cds_legacy_armor_heavy_legs_01_01_02","ADP Legs Red","cds_legacy_armor_heavy_legs_01_01_02","FPSArmours","CraftingProcess_Creation","0","240","Armored Carapace","Ouratite","0.06","0",,"1","False"
"BP_CRAFT_cds_legacy_armor_heavy_legs_01_01_02","ADP Legs Red","cds_legacy_armor_heavy_legs_01_01_02","FPSArmours","CraftingProcess_Creation","0","240","Insulative Liner","Aslarite","0.02","0",,"2","False"
"BP_CRAFT_cds_legacy_armor_heavy_legs_01_01_03","ADP Legs Orange","cds_legacy_armor_heavy_legs_01_01_03","FPSArmours","CraftingProcess_Creation","0","240","Armored Carapace","Ouratite","0.06","0",,"1","False"
"BP_CRAFT_cds_legacy_armor_heavy_legs_01_01_03","ADP Legs Orange","cds_legacy_armor_heavy_legs_01_01_03","FPSArmours","CraftingProcess_Creation","0","240","Insulative Liner","Aslarite","0.02","0",,"2","False"
"BP_CRAFT_cds_legacy_armor_heavy_legs_01_01_04","ADP Legs Yellow","cds_legacy_armor_heavy_legs_01_01_04","FPSArmours","CraftingProcess_Creation","0","240","Armored Carapace","Ouratite","0.06","0",,"1","False"
"BP_CRAFT_cds_legacy_armor_heavy_legs_01_01_04","ADP Legs Yellow","cds_legacy_armor_heavy_legs_01_01_04","FPSArmours","CraftingProcess_Creation","0","240","Insulative Liner","Aslarite","0.02","0",,"2","False"
"BP_CRAFT_cds_legacy_armor_heavy_legs_01_01_05","ADP Legs Green","cds_legacy_armor_heavy_legs_01_01_05","FPSArmours","CraftingProcess_Creation","0","240","Armored Carapace","Ouratite","0.06","0",,"1","False"
"BP_CRAFT_cds_legacy_armor_heavy_legs_01_01_05","ADP Legs Green","cds_legacy_armor_heavy_legs_01_01_05","FPSArmours","CraftingProcess_Creation","0","240","Insulative Liner","Aslarite","0.02","0",,"2","False"
"BP_CRAFT_cds_legacy_armor_heavy_legs_01_01_06","ADP Legs Seagreen","cds_legacy_armor_heavy_legs_01_01_06","FPSArmours","CraftingProcess_Creation","0","240","Armored Carapace","Ouratite","0.06","0",,"1","False"
"BP_CRAFT_cds_legacy_armor_heavy_legs_01_01_06","ADP Legs Seagreen","cds_legacy_armor_heavy_legs_01_01_06","FPSArmours","CraftingProcess_Creation","0","240","Insulative Liner","Aslarite","0.02","0",,"2","False"
"BP_CRAFT_cds_legacy_armor_heavy_legs_01_01_07","ADP Legs Blue","cds_legacy_armor_heavy_legs_01_01_07","FPSArmours","CraftingProcess_Creation","0","240","Armored Carapace","Ouratite","0.06","0",,"1","False"
"BP_CRAFT_cds_legacy_armor_heavy_legs_01_01_07","ADP Legs Blue","cds_legacy_armor_heavy_legs_01_01_07","FPSArmours","CraftingProcess_Creation","0","240","Insulative Liner","Aslarite","0.02","0",,"2","False"
"BP_CRAFT_cds_legacy_armor_heavy_legs_01_01_08","ADP Legs Purple","cds_legacy_armor_heavy_legs_01_01_08","FPSArmours","CraftingProcess_Creation","0","240","Armored Carapace","Ouratite","0.06","0",,"1","False"
"BP_CRAFT_cds_legacy_armor_heavy_legs_01_01_08","ADP Legs Purple","cds_legacy_armor_heavy_legs_01_01_08","FPSArmours","CraftingProcess_Creation","0","240","Insulative Liner","Aslarite","0.02","0",,"2","False"
"BP_CRAFT_cds_legacy_armor_heavy_legs_01_01_09","ADP Legs Violet","cds_legacy_armor_heavy_legs_01_01_09","FPSArmours","CraftingProcess_Creation","0","240","Armored Carapace","Ouratite","0.06","0",,"1","False"
"BP_CRAFT_cds_legacy_armor_heavy_legs_01_01_09","ADP Legs Violet","cds_legacy_armor_heavy_legs_01_01_09","FPSArmours","CraftingProcess_Creation","0","240","Insulative Liner","Aslarite","0.02","0",,"2","False"
"BP_CRAFT_cds_legacy_armor_heavy_legs_01_01_10","ADP Legs White","cds_legacy_armor_heavy_legs_01_01_10","FPSArmours","CraftingProcess_Creation","0","240","Armored Carapace","Ouratite","0.06","0",,"1","False"
"BP_CRAFT_cds_legacy_armor_heavy_legs_01_01_10","ADP Legs White","cds_legacy_armor_heavy_legs_01_01_10","FPSArmours","CraftingProcess_Creation","0","240","Insulative Liner","Aslarite","0.02","0",,"2","False"
"BP_CRAFT_cds_legacy_armor_heavy_legs_01_01_11","ADP Legs Grey","cds_legacy_armor_heavy_legs_01_01_11","FPSArmours","CraftingProcess_Creation","0","240","Armored Carapace","Ouratite","0.06","0",,"1","False"
"BP_CRAFT_cds_legacy_armor_heavy_legs_01_01_11","ADP Legs Grey","cds_legacy_armor_heavy_legs_01_01_11","FPSArmours","CraftingProcess_Creation","0","240","Insulative Liner","Aslarite","0.02","0",,"2","False"
"BP_CRAFT_cds_legacy_armor_heavy_legs_01_01_12","ADP Legs Black","cds_legacy_armor_heavy_legs_01_01_12","FPSArmours","CraftingProcess_Creation","0","240","Armored Carapace","Ouratite","0.06","0",,"1","False"
"BP_CRAFT_cds_legacy_armor_heavy_legs_01_01_12","ADP Legs Black","cds_legacy_armor_heavy_legs_01_01_12","FPSArmours","CraftingProcess_Creation","0","240","Insulative Liner","Aslarite","0.02","0",,"2","False"
"BP_CRAFT_cds_legacy_armor_heavy_legs_01_01_13","ADP Legs Dark Red","cds_legacy_armor_heavy_legs_01_01_13","FPSArmours","CraftingProcess_Creation","0","240","Armored Carapace","Ouratite","0.06","0",,"1","False"
"BP_CRAFT_cds_legacy_armor_heavy_legs_01_01_13","ADP Legs Dark Red","cds_legacy_armor_heavy_legs_01_01_13","FPSArmours","CraftingProcess_Creation","0","240","Insulative Liner","Aslarite","0.02","0",,"2","False"
"BP_CRAFT_cds_legacy_armor_heavy_legs_01_01_14","ADP Legs Sienna","cds_legacy_armor_heavy_legs_01_01_14","FPSArmours","CraftingProcess_Creation","0","240","Armored Carapace","Ouratite","0.06","0",,"1","False"
"BP_CRAFT_cds_legacy_armor_heavy_legs_01_01_14","ADP Legs Sienna","cds_legacy_armor_heavy_legs_01_01_14","FPSArmours","CraftingProcess_Creation","0","240","Insulative Liner","Aslarite","0.02","0",,"2","False"
"BP_CRAFT_cds_legacy_armor_heavy_legs_01_01_15","ADP Legs Tan","cds_legacy_armor_heavy_legs_01_01_15","FPSArmours","CraftingProcess_Creation","0","240","Armored Carapace","Ouratite","0.06","0",,"1","False"
"BP_CRAFT_cds_legacy_armor_heavy_legs_01_01_15","ADP Legs Tan","cds_legacy_armor_heavy_legs_01_01_15","FPSArmours","CraftingProcess_Creation","0","240","Insulative Liner","Aslarite","0.02","0",,"2","False"
"BP_CRAFT_cds_legacy_armor_heavy_legs_01_01_16","ADP Legs Dark Green","cds_legacy_armor_heavy_legs_01_01_16","FPSArmours","CraftingProcess_Creation","0","240","Armored Carapace","Ouratite","0.06","0",,"1","False"
"BP_CRAFT_cds_legacy_armor_heavy_legs_01_01_16","ADP Legs Dark Green","cds_legacy_armor_heavy_legs_01_01_16","FPSArmours","CraftingProcess_Creation","0","240","Insulative Liner","Aslarite","0.02","0",,"2","False"
"BP_CRAFT_cds_legacy_armor_heavy_legs_01_01_17","ADP Legs Aqua","cds_legacy_armor_heavy_legs_01_01_17","FPSArmours","CraftingProcess_Creation","0","240","Armored Carapace","Ouratite","0.06","0",,"1","False"
"BP_CRAFT_cds_legacy_armor_heavy_legs_01_01_17","ADP Legs Aqua","cds_legacy_armor_heavy_legs_01_01_17","FPSArmours","CraftingProcess_Creation","0","240","Insulative Liner","Aslarite","0.02","0",,"2","False"
"BP_CRAFT_cds_legacy_armor_heavy_legs_01_01_18","ADP Legs Twilight","cds_legacy_armor_heavy_legs_01_01_18","FPSArmours","CraftingProcess_Creation","0","240","Armored Carapace","Ouratite","0.06","0",,"1","False"
"BP_CRAFT_cds_legacy_armor_heavy_legs_01_01_18","ADP Legs Twilight","cds_legacy_armor_heavy_legs_01_01_18","FPSArmours","CraftingProcess_Creation","0","240","Insulative Liner","Aslarite","0.02","0",,"2","False"
"BP_CRAFT_cds_legacy_armor_heavy_legs_01_01_19","ADP Legs Imperial","cds_legacy_armor_heavy_legs_01_01_19","FPSArmours","CraftingProcess_Creation","0","240","Armored Carapace","Ouratite","0.06","0",,"1","False"
"BP_CRAFT_cds_legacy_armor_heavy_legs_01_01_19","ADP Legs Imperial","cds_legacy_armor_heavy_legs_01_01_19","FPSArmours","CraftingProcess_Creation","0","240","Insulative Liner","Aslarite","0.02","0",,"2","False"
"BP_CRAFT_cds_legacy_armor_heavy_legs_01_01_20","ADP Legs Olive","cds_legacy_armor_heavy_legs_01_01_20","FPSArmours","CraftingProcess_Creation","0","240","Armored Carapace","Ouratite","0.06","0",,"1","False"
"BP_CRAFT_cds_legacy_armor_heavy_legs_01_01_20","ADP Legs Olive","cds_legacy_armor_heavy_legs_01_01_20","FPSArmours","CraftingProcess_Creation","0","240","Insulative Liner","Aslarite","0.02","0",,"2","False"
"BP_CRAFT_cds_legacy_armor_heavy_legs_01_01_hd_sec","ADP Legs Hurston Edition","cds_legacy_armor_heavy_legs_01_01_hd_sec","FPSArmours","CraftingProcess_Creation","0","240","Armored Carapace","Ouratite","0.06","0",,"1","False"
"BP_CRAFT_cds_legacy_armor_heavy_legs_01_01_hd_sec","ADP Legs Hurston Edition","cds_legacy_armor_heavy_legs_01_01_hd_sec","FPSArmours","CraftingProcess_Creation","0","240","Insulative Liner","Aslarite","0.02","0",,"2","False"
"BP_CRAFT_cds_legacy_armor_heavy_legs_01_crus01_01","ADP Legs Crusader Edition","cds_legacy_armor_heavy_legs_01_crus01_01","FPSArmours","CraftingProcess_Creation","0","240","Armored Carapace","Ouratite","0.06","0",,"1","False"
"BP_CRAFT_cds_legacy_armor_heavy_legs_01_crus01_01","ADP Legs Crusader Edition","cds_legacy_armor_heavy_legs_01_crus01_01","FPSArmours","CraftingProcess_Creation","0","240","Insulative Liner","Aslarite","0.02","0",,"2","False"
"BP_CRAFT_cds_legacy_armor_light_arms_01_01_01","PAB-1 Arms","cds_legacy_armor_light_arms_01_01_01","FPSArmours","CraftingProcess_Creation","0","130","Armored Carapace","Ouratite","0.03","0",,"1","False"
"BP_CRAFT_cds_legacy_armor_light_arms_01_01_01","PAB-1 Arms","cds_legacy_armor_light_arms_01_01_01","FPSArmours","CraftingProcess_Creation","0","130","Insulative Liner","Aslarite","0.02","0",,"2","False"
"BP_CRAFT_cds_legacy_armor_light_arms_01_01_01","PAB-1 Arms","cds_legacy_armor_light_arms_01_01_01","FPSArmours","CraftingProcess_Creation","0","130","Support Structure","Agricium","0.03","0",,"1","False"
"BP_CRAFT_cds_legacy_armor_light_arms_01_01_02","PAB-1 Arms Red","cds_legacy_armor_light_arms_01_01_02","FPSArmours","CraftingProcess_Creation","0","130","Armored Carapace","Ouratite","0.03","0",,"1","False"
"BP_CRAFT_cds_legacy_armor_light_arms_01_01_02","PAB-1 Arms Red","cds_legacy_armor_light_arms_01_01_02","FPSArmours","CraftingProcess_Creation","0","130","Insulative Liner","Aslarite","0.02","0",,"2","False"
"BP_CRAFT_cds_legacy_armor_light_arms_01_01_02","PAB-1 Arms Red","cds_legacy_armor_light_arms_01_01_02","FPSArmours","CraftingProcess_Creation","0","130","Support Structure","Agricium","0.03","0",,"1","False"
"BP_CRAFT_cds_legacy_armor_light_arms_01_01_03","PAB-1 Arms Orange","cds_legacy_armor_light_arms_01_01_03","FPSArmours","CraftingProcess_Creation","0","130","Armored Carapace","Ouratite","0.03","0",,"1","False"
"BP_CRAFT_cds_legacy_armor_light_arms_01_01_03","PAB-1 Arms Orange","cds_legacy_armor_light_arms_01_01_03","FPSArmours","CraftingProcess_Creation","0","130","Insulative Liner","Aslarite","0.02","0",,"2","False"
"BP_CRAFT_cds_legacy_armor_light_arms_01_01_03","PAB-1 Arms Orange","cds_legacy_armor_light_arms_01_01_03","FPSArmours","CraftingProcess_Creation","0","130","Support Structure","Agricium","0.03","0",,"1","False"
"BP_CRAFT_cds_legacy_armor_light_arms_01_01_04","PAB-1 Arms Yellow","cds_legacy_armor_light_arms_01_01_04","FPSArmours","CraftingProcess_Creation","0","130","Armored Carapace","Ouratite","0.03","0",,"1","False"
"BP_CRAFT_cds_legacy_armor_light_arms_01_01_04","PAB-1 Arms Yellow","cds_legacy_armor_light_arms_01_01_04","FPSArmours","CraftingProcess_Creation","0","130","Insulative Liner","Aslarite","0.02","0",,"2","False"
"BP_CRAFT_cds_legacy_armor_light_arms_01_01_04","PAB-1 Arms Yellow","cds_legacy_armor_light_arms_01_01_04","FPSArmours","CraftingProcess_Creation","0","130","Support Structure","Agricium","0.03","0",,"1","False"
"BP_CRAFT_cds_legacy_armor_light_arms_01_01_05","PAB-1 Arms Green","cds_legacy_armor_light_arms_01_01_05","FPSArmours","CraftingProcess_Creation","0","130","Armored Carapace","Ouratite","0.03","0",,"1","False"
"BP_CRAFT_cds_legacy_armor_light_arms_01_01_05","PAB-1 Arms Green","cds_legacy_armor_light_arms_01_01_05","FPSArmours","CraftingProcess_Creation","0","130","Insulative Liner","Aslarite","0.02","0",,"2","False"
"BP_CRAFT_cds_legacy_armor_light_arms_01_01_05","PAB-1 Arms Green","cds_legacy_armor_light_arms_01_01_05","FPSArmours","CraftingProcess_Creation","0","130","Support Structure","Agricium","0.03","0",,"1","False"
"BP_CRAFT_cds_legacy_armor_light_arms_01_01_06","PAB-1 Arms Seagreen","cds_legacy_armor_light_arms_01_01_06","FPSArmours","CraftingProcess_Creation","0","130","Armored Carapace","Ouratite","0.03","0",,"1","False"
"BP_CRAFT_cds_legacy_armor_light_arms_01_01_06","PAB-1 Arms Seagreen","cds_legacy_armor_light_arms_01_01_06","FPSArmours","CraftingProcess_Creation","0","130","Insulative Liner","Aslarite","0.02","0",,"2","False"
"BP_CRAFT_cds_legacy_armor_light_arms_01_01_06","PAB-1 Arms Seagreen","cds_legacy_armor_light_arms_01_01_06","FPSArmours","CraftingProcess_Creation","0","130","Support Structure","Agricium","0.03","0",,"1","False"
"BP_CRAFT_cds_legacy_armor_light_arms_01_01_07","PAB-1 Arms Blue","cds_legacy_armor_light_arms_01_01_07","FPSArmours","CraftingProcess_Creation","0","130","Armored Carapace","Ouratite","0.03","0",,"1","False"
"BP_CRAFT_cds_legacy_armor_light_arms_01_01_07","PAB-1 Arms Blue","cds_legacy_armor_light_arms_01_01_07","FPSArmours","CraftingProcess_Creation","0","130","Insulative Liner","Aslarite","0.02","0",,"2","False"
"BP_CRAFT_cds_legacy_armor_light_arms_01_01_07","PAB-1 Arms Blue","cds_legacy_armor_light_arms_01_01_07","FPSArmours","CraftingProcess_Creation","0","130","Support Structure","Agricium","0.03","0",,"1","False"
"BP_CRAFT_cds_legacy_armor_light_arms_01_01_08","PAB-1 Arms Purple","cds_legacy_armor_light_arms_01_01_08","FPSArmours","CraftingProcess_Creation","0","130","Armored Carapace","Ouratite","0.03","0",,"1","False"
"BP_CRAFT_cds_legacy_armor_light_arms_01_01_08","PAB-1 Arms Purple","cds_legacy_armor_light_arms_01_01_08","FPSArmours","CraftingProcess_Creation","0","130","Insulative Liner","Aslarite","0.02","0",,"2","False"
"BP_CRAFT_cds_legacy_armor_light_arms_01_01_08","PAB-1 Arms Purple","cds_legacy_armor_light_arms_01_01_08","FPSArmours","CraftingProcess_Creation","0","130","Support Structure","Agricium","0.03","0",,"1","False"
"BP_CRAFT_cds_legacy_armor_light_arms_01_01_09","PAB-1 Arms Violet","cds_legacy_armor_light_arms_01_01_09","FPSArmours","CraftingProcess_Creation","0","130","Armored Carapace","Ouratite","0.03","0",,"1","False"
"BP_CRAFT_cds_legacy_armor_light_arms_01_01_09","PAB-1 Arms Violet","cds_legacy_armor_light_arms_01_01_09","FPSArmours","CraftingProcess_Creation","0","130","Insulative Liner","Aslarite","0.02","0",,"2","False"
"BP_CRAFT_cds_legacy_armor_light_arms_01_01_09","PAB-1 Arms Violet","cds_legacy_armor_light_arms_01_01_09","FPSArmours","CraftingProcess_Creation","0","130","Support Structure","Agricium","0.03","0",,"1","False"
"BP_CRAFT_cds_legacy_armor_light_arms_01_01_10","PAB-1 Arms White","cds_legacy_armor_light_arms_01_01_10","FPSArmours","CraftingProcess_Creation","0","130","Armored Carapace","Ouratite","0.03","0",,"1","False"
"BP_CRAFT_cds_legacy_armor_light_arms_01_01_10","PAB-1 Arms White","cds_legacy_armor_light_arms_01_01_10","FPSArmours","CraftingProcess_Creation","0","130","Insulative Liner","Aslarite","0.02","0",,"2","False"
"BP_CRAFT_cds_legacy_armor_light_arms_01_01_10","PAB-1 Arms White","cds_legacy_armor_light_arms_01_01_10","FPSArmours","CraftingProcess_Creation","0","130","Support Structure","Agricium","0.03","0",,"1","False"
"BP_CRAFT_cds_legacy_armor_light_arms_01_01_11","PAB-1 Arms Grey","cds_legacy_armor_light_arms_01_01_11","FPSArmours","CraftingProcess_Creation","0","130","Armored Carapace","Ouratite","0.03","0",,"1","False"
"BP_CRAFT_cds_legacy_armor_light_arms_01_01_11","PAB-1 Arms Grey","cds_legacy_armor_light_arms_01_01_11","FPSArmours","CraftingProcess_Creation","0","130","Insulative Liner","Aslarite","0.02","0",,"2","False"
"BP_CRAFT_cds_legacy_armor_light_arms_01_01_11","PAB-1 Arms Grey","cds_legacy_armor_light_arms_01_01_11","FPSArmours","CraftingProcess_Creation","0","130","Support Structure","Agricium","0.03","0",,"1","False"
"BP_CRAFT_cds_legacy_armor_light_arms_01_01_12","PAB-1 Arms Black","cds_legacy_armor_light_arms_01_01_12","FPSArmours","CraftingProcess_Creation","0","130","Armored Carapace","Ouratite","0.03","0",,"1","False"
"BP_CRAFT_cds_legacy_armor_light_arms_01_01_12","PAB-1 Arms Black","cds_legacy_armor_light_arms_01_01_12","FPSArmours","CraftingProcess_Creation","0","130","Insulative Liner","Aslarite","0.02","0",,"2","False"
"BP_CRAFT_cds_legacy_armor_light_arms_01_01_12","PAB-1 Arms Black","cds_legacy_armor_light_arms_01_01_12","FPSArmours","CraftingProcess_Creation","0","130","Support Structure","Agricium","0.03","0",,"1","False"
"BP_CRAFT_cds_legacy_armor_light_arms_01_01_13","PAB-1 Arms Dark Red","cds_legacy_armor_light_arms_01_01_13","FPSArmours","CraftingProcess_Creation","0","130","Armored Carapace","Ouratite","0.03","0",,"1","False"
"BP_CRAFT_cds_legacy_armor_light_arms_01_01_13","PAB-1 Arms Dark Red","cds_legacy_armor_light_arms_01_01_13","FPSArmours","CraftingProcess_Creation","0","130","Insulative Liner","Aslarite","0.02","0",,"2","False"
"BP_CRAFT_cds_legacy_armor_light_arms_01_01_13","PAB-1 Arms Dark Red","cds_legacy_armor_light_arms_01_01_13","FPSArmours","CraftingProcess_Creation","0","130","Support Structure","Agricium","0.03","0",,"1","False"
"BP_CRAFT_cds_legacy_armor_light_arms_01_01_14","PAB-1 Arms Sienna","cds_legacy_armor_light_arms_01_01_14","FPSArmours","CraftingProcess_Creation","0","130","Armored Carapace","Ouratite","0.03","0",,"1","False"
"BP_CRAFT_cds_legacy_armor_light_arms_01_01_14","PAB-1 Arms Sienna","cds_legacy_armor_light_arms_01_01_14","FPSArmours","CraftingProcess_Creation","0","130","Insulative Liner","Aslarite","0.02","0",,"2","False"
"BP_CRAFT_cds_legacy_armor_light_arms_01_01_14","PAB-1 Arms Sienna","cds_legacy_armor_light_arms_01_01_14","FPSArmours","CraftingProcess_Creation","0","130","Support Structure","Agricium","0.03","0",,"1","False"
